code	vaccinationsTotal	peopleFirstTotal	peopleFullTotal
DE-BW	2821920	2093486	728434
DE-BY	3550312	2665537	884775
DE-BE	1004237	712231	292006
DE-BB	648291	483881	164410
DE-HB	204534	156304	48230
DE-HH	473053	365709	107344
DE-HE	1574903	1124313	450590
DE-MV	411938	311922	100016
DE-NI	2014077	1511143	502934
DE-NW	4825714	3667390	1158324
DE-RP	1067513	821011	246502
DE-SL	289772	218084	71688
DE-SN	1090631	793927	296704
DE-ST	573317	448123	125194
DE-SH	770591	601944	168647
DE-TH	590818	419395	171423
