code	vaccinationsTotal	peopleFirstTotal	peopleFullTotal
DE-BW	3275983	2502716	773267
DE-BY	4080432	3173376	907056
DE-BE	1129038	809079	319959
DE-BB	738979	562705	176274
DE-HB	228715	174705	54010
DE-HH	558306	446805	111501
DE-HE	1820582	1353414	467168
DE-MV	493376	387999	105377
DE-NI	2390289	1867292	522997
DE-NW	5622573	4362227	1260346
DE-RP	1244503	955924	288579
DE-SL	335024	255286	79738
DE-SN	1249418	912375	337043
DE-ST	665647	526978	138669
DE-SH	881759	671486	210273
DE-TH	684813	477658	207155
