code	vaccinationsTotal	peopleFirstTotal	peopleFullTotal
DE-BW	3430408	2642004	788404
DE-BY	4270262	3352090	918172
DE-BE	1176346	848844	327502
DE-BB	763931	583178	180753
DE-HB	238689	181996	56693
DE-HH	578516	462745	115771
DE-HE	1927612	1454004	473608
DE-MV	522468	415740	106728
DE-NI	2513148	1983567	529581
DE-NW	5874529	4588404	1286125
DE-RP	1316987	1008635	308352
DE-SL	352300	270500	81800
DE-SN	1304617	945402	359215
DE-ST	700946	555485	145461
DE-SH	904645	683299	221346
DE-TH	708927	495870	213057
