date	dosen_kumulativ	dosen_differenz_zum_vortag	dosen_erst_differenz_zum_vortag	dosen_zweit_differenz_zum_vortag	dosen_biontech_kumulativ	dosen_moderna_kumulativ	dosen_astrazeneca_kumulativ	personen_erst_kumulativ	personen_voll_kumulativ	impf_quote_erst	impf_quote_voll	indikation_alter_dosen	indikation_beruf_dosen	indikation_medizinisch_dosen	indikation_pflegeheim_dosen	indikation_alter_erst	indikation_beruf_erst	indikation_medizinisch_erst	indikation_pflegeheim_erst	indikation_alter_voll	indikation_beruf_voll	indikation_medizinisch_voll	indikation_pflegeheim_voll
2020-12-27	23555	23555	23555	0	23555	0	0	23555	0	0.00028	0.00000	8645	7751	1280	13144	8645	7751	1280	13144	0	0	0	0
2020-12-28	42301	18746	18746	0	42301	0	0	42301	0	0.00051	0.00000	16437	15100	2012	21997	16437	15100	2012	21997	0	0	0	0
2020-12-29	84881	42580	42580	0	84881	0	0	84881	0	0.00102	0.00000	28902	36629	3090	38675	28902	36629	3090	38675	0	0	0	0
2020-12-30	142825	57944	57944	0	142825	0	0	142825	0	0.00172	0.00000	46296	68028	4688	59576	46296	68028	4688	59576	0	0	0	0
2020-12-31	181447	38622	38622	0	181447	0	0	181447	0	0.00218	0.00000	59393	86683	6506	74937	59393	86683	6506	74937	0	0	0	0
2021-01-01	206201	24754	24754	0	206201	0	0	206201	0	0.00248	0.00000	67142	96648	7581	87537	67142	96648	7581	87537	0	0	0	0
2021-01-02	258045	51844	51844	0	258045	0	0	258045	0	0.00310	0.00000	86390	120295	10060	108523	86390	120295	10060	108523	0	0	0	0
2021-01-03	283035	24990	24990	0	283035	0	0	283035	0	0.00340	0.00000	96217	131151	10990	119166	96217	131151	10990	119166	0	0	0	0
2021-01-04	331642	48607	48607	0	331642	0	0	331642	0	0.00399	0.00000	111451	156166	13650	135077	111451	156166	13650	135077	0	0	0	0
2021-01-05	384028	52386	52386	0	384028	0	0	384028	0	0.00462	0.00000	127668	183629	16085	153261	127668	183628	16085	153261	0	1	0	0
2021-01-06	442707	58679	58679	0	442707	0	0	442707	0	0.00532	0.00000	145405	214385	19499	174343	145405	214384	19499	174343	0	1	0	0
2021-01-07	501082	58375	58375	0	501082	0	0	501082	0	0.00603	0.00000	163130	244732	22505	192189	163129	244731	22505	192189	1	1	0	0
2021-01-08	561475	60393	60393	0	561475	0	0	561475	0	0.00675	0.00000	182668	276280	25817	211958	182663	276279	25817	211958	5	1	0	0
2021-01-09	618671	57196	57196	0	618671	0	0	618671	0	0.00744	0.00000	204956	300978	28136	234883	204947	300977	28136	234883	9	1	0	0
2021-01-10	651962	33291	33291	0	651962	0	0	651962	0	0.00784	0.00000	218186	315046	29458	246687	218175	315045	29458	246687	11	1	0	0
2021-01-11	717559	65597	65597	0	717559	0	0	717559	0	0.00863	0.00000	241181	346349	32403	266958	241170	346348	32403	266958	11	1	0	0
2021-01-12	799566	82007	82007	0	799566	0	0	799566	0	0.00961	0.00000	266716	388660	35555	291151	266705	388659	35555	291151	11	1	0	0
2021-01-13	898590	99024	99024	0	897795	795	0	898590	0	0.01080	0.00000	299089	440896	38977	320657	299078	440895	38977	320657	11	1	0	0
2021-01-14	998712	100122	100007	115	993268	5444	0	998597	115	0.01201	0.00000	325339	492107	41328	353326	325273	492102	41328	353326	66	5	0	0
2021-01-15	1091452	92740	92311	429	1080557	10895	0	1090908	544	0.01312	0.00001	355085	539336	44946	381463	354906	539252	44937	381374	179	84	9	89
2021-01-16	1148568	57116	56719	397	1135815	12753	0	1147627	941	0.01380	0.00001	376061	564430	46985	401339	375691	564239	46915	401048	370	191	70	291
2021-01-17	1193120	44552	30942	13610	1178952	14168	0	1178569	14551	0.01417	0.00017	392811	584017	48708	419225	386121	578934	48043	410992	6690	5083	665	8233
2021-01-18	1267353	74233	57823	16410	1251251	16102	0	1236392	30961	0.01487	0.00037	420065	619810	50816	439910	407712	607655	49617	424143	12353	12155	1199	15767
2021-01-19	1362345	94992	67728	27264	1344720	17625	0	1304120	58225	0.01568	0.00070	452548	668582	54074	467023	430735	643370	52082	440628	21813	25212	1992	26395
2021-01-20	1490993	128648	77993	50655	1472076	18917	0	1382113	108880	0.01662	0.00131	494583	730987	57972	509648	457917	680405	55083	463246	36666	50582	2889	46402
2021-01-21	1586929	95936	60545	35391	1566912	20017	0	1442658	144271	0.01735	0.00173	532061	774855	62183	540663	482451	707115	58309	480846	49610	67740	3874	59817
2021-01-22	1702260	115331	84041	31290	1680905	21355	0	1526699	175561	0.01836	0.00211	573283	826901	65760	583166	511113	744709	60994	508411	62170	82192	4766	74755
2021-01-23	1794638	92378	48789	43589	1772900	21738	0	1575488	219150	0.01894	0.00264	607450	867458	69015	614289	529558	764508	62174	522127	77892	102950	6841	92162
2021-01-24	1860739	66101	38074	28027	1838757	21982	0	1613562	247177	0.01940	0.00297	630001	894533	69903	638321	542934	779509	62495	533927	87067	115024	7408	104394
2021-01-25	1958079	97340	57746	39594	1934623	23456	0	1671308	286771	0.02010	0.00345	669384	937471	73320	663915	570471	801617	64142	546610	98913	135854	9178	117305
2021-01-26	2060744	102665	53112	49553	2035699	25045	0	1724420	336324	0.02073	0.00404	707523	985656	76992	691597	595234	822307	65442	558605	112289	163349	11550	132992
2021-01-27	2173613	112869	54023	58846	2146657	26956	0	1778443	395170	0.02138	0.00475	747778	1039999	82044	723259	618488	844607	67233	570789	129290	195392	14811	152470
2021-01-28	2274041	100428	51578	48850	2240602	33439	0	1830021	444020	0.02200	0.00534	784355	1088753	86166	749595	640158	867462	68756	582656	144197	221291	17410	166939
2021-01-29	2383120	109079	55789	53290	2348278	34842	0	1885810	497310	0.02268	0.00598	824587	1139941	91424	777553	662071	891394	70961	593631	162516	248547	20463	183922
2021-01-30	2470351	87231	39482	47749	2434635	35716	0	1925292	545059	0.02315	0.00655	857783	1180268	95065	802864	678138	909664	72355	601495	179645	270604	22710	201369
2021-01-31	2533020	62669	31317	31352	2496962	36058	0	1956609	576411	0.02353	0.00693	881328	1208657	97092	818585	691711	923940	73511	607274	189617	284717	23581	211311
2021-02-01	2648450	115430	49696	65734	2610815	37635	0	2006305	642145	0.02412	0.00772	922056	1266093	100626	847478	711650	948421	75327	617035	210406	317672	25299	230443
2021-02-02	2775912	127462	57767	69695	2736248	39664	0	2064072	711840	0.02482	0.00856	963377	1332732	105514	879727	730447	981251	77797	626741	232930	351481	27717	252986
2021-02-03	2918077	142165	57614	84551	2872960	45117	0	2121686	796391	0.02551	0.00958	1015566	1401311	110942	917146	752817	1008805	79934	637625	262749	392506	31008	279521
2021-02-04	3053441	135364	62922	72442	3003299	50142	0	2184608	868833	0.02627	0.01045	1061069	1470652	115393	949609	774078	1044012	82119	646939	286991	426640	33274	302670
2021-02-05	3185392	131951	59135	72816	3131182	54210	0	2243743	941649	0.02698	0.01132	1110491	1534635	120186	981077	797489	1073434	83618	656363	313002	461201	36568	324714
2021-02-06	3289020	103628	48470	55158	3231409	57611	0	2292213	996807	0.02756	0.01199	1146089	1586214	124688	1007927	814953	1098676	85467	665354	331136	487538	39221	342573
2021-02-07	3348419	59399	32880	26519	3287349	61070	0	2325093	1023326	0.02796	0.01230	1168703	1613675	127387	1021745	827811	1114662	86702	671005	340892	499013	40685	350740
2021-02-08	3455777	107358	55734	51624	3390734	65027	16	2380827	1074950	0.02863	0.01293	1220730	1655919	131245	1041284	860281	1132589	88509	678551	360449	523330	42736	362733
2021-02-09	3580206	124429	59931	64498	3511703	68296	207	2440758	1139448	0.02935	0.01370	1279115	1707902	135503	1063529	896252	1150825	91192	686964	382863	557077	44311	376565
2021-02-10	3729240	149034	74978	74056	3648302	73226	7712	2515736	1213504	0.03025	0.01459	1341923	1777229	139248	1091351	934881	1180325	92795	696997	407042	596904	46453	394354
2021-02-11	3872730	143490	71162	72328	3772109	79176	21445	2586898	1285832	0.03110	0.01546	1400304	1847169	144572	1116692	969143	1211586	95098	706430	431161	635583	49474	410262
2021-02-12	4030403	157673	79719	77954	3906510	88713	35180	2666617	1363786	0.03206	0.01640	1470140	1919266	150668	1143317	1010381	1243963	97768	716030	459759	675303	52900	427287
2021-02-13	4140237	109834	63216	46618	4000662	92085	47490	2729833	1410404	0.03282	0.01696	1524965	1963550	155196	1160941	1044875	1268577	99537	722813	480090	694973	55659	438128
2021-02-14	4207003	66766	39782	26984	4057596	94938	54469	2769615	1437388	0.03330	0.01728	1562983	1988019	156774	1169409	1069278	1281919	100354	726335	493705	706100	56420	443074
2021-02-15	4333756	126753	70727	56026	4165975	98259	69522	2840342	1493414	0.03415	0.01796	1629251	2037071	160649	1189105	1109750	1307464	102487	732914	519501	729607	58162	456191
2021-02-16	4469856	136100	81362	54738	4274065	102887	92904	2921704	1548152	0.03513	0.01862	1694480	2095674	163287	1207225	1151438	1342840	104000	739673	543042	752834	59287	467552
2021-02-17	4618686	148830	94240	54590	4396645	109879	112162	3015944	1602742	0.03626	0.01927	1772724	2153526	168149	1228827	1206975	1375954	106814	748031	565749	777572	61335	480796
2021-02-18	4763410	144724	92721	52003	4510780	116945	135685	3108665	1654745	0.03738	0.01990	1847065	2212419	171525	1248977	1258706	1412201	108562	755850	588359	800218	62963	493127
2021-02-19	4913018	149608	96257	53351	4629558	124855	158605	3204922	1708096	0.03854	0.02054	1926457	2270405	176220	1266843	1315879	1446227	111128	762596	610578	824178	65092	504247
2021-02-20	5025462	112444	74860	37584	4715803	130314	179345	3279782	1745680	0.03944	0.02099	1986078	2313632	179814	1280096	1358548	1474449	113362	766533	627530	839183	66452	513563
2021-02-21	5110987	85525	56582	28943	4781653	134534	194800	3336364	1774623	0.04012	0.02134	2033351	2345146	182322	1289308	1392039	1494817	114483	768312	641312	850329	67839	520996
2021-02-22	5262168	151181	98740	52441	4900230	141877	220061	3435104	1827064	0.04130	0.02197	2111466	2406729	187163	1306770	1450133	1529925	117458	774599	661333	876804	69705	532171
2021-02-23	5420668	158500	103348	55152	5026768	148134	245766	3538452	1882216	0.04255	0.02263	2190075	2472895	192595	1324533	1509277	1566205	120777	781990	680798	906690	71818	542543
2021-02-24	5593143	172475	115301	57174	5158525	155645	278973	3653753	1939390	0.04393	0.02332	2275049	2546681	199081	1342394	1573340	1610284	125000	789242	701709	936397	74081	553152
2021-02-25	5769123	175980	125104	50876	5281847	161749	325527	3778857	1990266	0.04544	0.02393	2355505	2628038	205628	1358831	1635398	1664975	129894	796683	720107	963063	75734	562148
2021-02-26	5956560	187437	130738	56699	5411726	168671	376163	3909595	2046965	0.04701	0.02461	2440553	2714194	212260	1376709	1698976	1722548	134803	804343	741577	991646	77457	572366
2021-02-27	6100934	144374	106485	37889	5504052	173062	423820	4016080	2084854	0.04829	0.02507	2498822	2781748	218768	1386178	1742282	1772949	139658	807598	756540	1008799	79110	578580
2021-02-28	6213725	112791	85532	27259	5570550	176579	466596	4101612	2112113	0.04932	0.02540	2540520	2837445	223583	1391621	1772767	1817118	143710	809155	767753	1020327	79873	582466
2021-03-01	6394364	180639	133340	47299	5696093	183845	514426	4234952	2159412	0.05092	0.02596	2641523	2904241	230716	1404669	1846314	1869392	149628	813771	795209	1034849	81088	590898
