date	dosen_kumulativ	dosen_differenz_zum_vortag	dosen_erst_differenz_zum_vortag	dosen_zweit_differenz_zum_vortag	dosen_biontech_kumulativ	dosen_moderna_kumulativ	dosen_astrazeneca_kumulativ	personen_erst_kumulativ	personen_voll_kumulativ	impf_quote_erst	impf_quote_voll	indikation_alter_dosen	indikation_beruf_dosen	indikation_medizinisch_dosen	indikation_pflegeheim_dosen	indikation_alter_erst	indikation_beruf_erst	indikation_medizinisch_erst	indikation_pflegeheim_erst	indikation_alter_voll	indikation_beruf_voll	indikation_medizinisch_voll	indikation_pflegeheim_voll
2020-12-27	23555	23555	23555	0	23555	0	0	23555	0	0.00028	0.00000	8645	7751	1280	13144	8645	7751	1280	13144	0	0	0	0
2020-12-28	42301	18746	18746	0	42301	0	0	42301	0	0.00051	0.00000	16437	15100	2012	21997	16437	15100	2012	21997	0	0	0	0
2020-12-29	84881	42580	42580	0	84881	0	0	84881	0	0.00102	0.00000	28902	36629	3090	38675	28902	36629	3090	38675	0	0	0	0
2020-12-30	142825	57944	57944	0	142825	0	0	142825	0	0.00172	0.00000	46296	68028	4688	59576	46296	68028	4688	59576	0	0	0	0
2020-12-31	181446	38621	38621	0	181446	0	0	181446	0	0.00218	0.00000	59393	86683	6506	74937	59393	86683	6506	74937	0	0	0	0
2021-01-01	206200	24754	24754	0	206200	0	0	206200	0	0.00248	0.00000	67142	96648	7581	87537	67142	96648	7581	87537	0	0	0	0
2021-01-02	258093	51893	51893	0	258093	0	0	258093	0	0.00310	0.00000	86405	120323	10059	108546	86405	120323	10059	108546	0	0	0	0
2021-01-03	283083	24990	24990	0	283083	0	0	283083	0	0.00340	0.00000	96232	131179	10989	119189	96232	131179	10989	119189	0	0	0	0
2021-01-04	331690	48607	48607	0	331690	0	0	331690	0	0.00399	0.00000	111466	156194	13649	135100	111466	156194	13649	135100	0	0	0	0
2021-01-05	384082	52392	52392	0	384082	0	0	384082	0	0.00462	0.00000	127685	183661	16084	153286	127685	183660	16084	153286	0	1	0	0
2021-01-06	442761	58679	58679	0	442761	0	0	442761	0	0.00532	0.00000	145422	214417	19498	174368	145422	214416	19498	174368	0	1	0	0
2021-01-07	501134	58373	58373	0	501134	0	0	501134	0	0.00603	0.00000	163145	244764	22504	192213	163144	244763	22504	192213	1	1	0	0
2021-01-08	561523	60389	60389	0	561523	0	0	561523	0	0.00675	0.00000	182679	276312	25816	211980	182674	276311	25816	211980	5	1	0	0
2021-01-09	618722	57199	57199	0	618722	0	0	618722	0	0.00744	0.00000	204967	301013	28135	234905	204958	301012	28135	234905	9	1	0	0
2021-01-10	652012	33290	33290	0	652012	0	0	652012	0	0.00784	0.00000	218197	315080	29457	246709	218186	315079	29457	246709	11	1	0	0
2021-01-11	717607	65595	65595	0	717607	0	0	717607	0	0.00863	0.00000	241191	346382	32402	266980	241180	346381	32402	266980	11	1	0	0
2021-01-12	799614	82007	82007	0	799614	0	0	799614	0	0.00961	0.00000	266726	388693	35554	291173	266715	388692	35554	291173	11	1	0	0
2021-01-13	898636	99022	99022	0	897841	795	0	898636	0	0.01081	0.00000	299099	440927	38976	320679	299088	440926	38976	320679	11	1	0	0
2021-01-14	998760	100124	100009	115	993316	5444	0	998645	115	0.01201	0.00000	325349	492140	41327	353348	325283	492135	41327	353348	66	5	0	0
2021-01-15	1091444	92684	92255	429	1080549	10895	0	1090900	544	0.01312	0.00001	355094	539332	44945	381467	354915	539248	44936	381378	179	84	9	89
2021-01-16	1148559	57115	56718	397	1135806	12753	0	1147618	941	0.01380	0.00001	376070	564426	46984	401342	375700	564235	46914	401051	370	191	70	291
2021-01-17	1193111	44552	30942	13610	1178943	14168	0	1178560	14551	0.01417	0.00017	392820	584013	48707	419228	386130	578930	48042	410995	6690	5083	665	8233
2021-01-18	1267341	74230	57820	16410	1251239	16102	0	1236380	30961	0.01487	0.00037	420071	619806	50815	439912	407718	607651	49616	424145	12353	12155	1199	15767
2021-01-19	1362299	94958	67727	27231	1344674	17625	0	1304107	58192	0.01568	0.00070	452550	668544	54072	467025	430741	643365	52080	440630	21809	25179	1992	26395
2021-01-20	1490947	128648	77993	50655	1472030	18917	0	1382100	108847	0.01662	0.00131	494585	730949	57970	509650	457923	680400	55081	463248	36662	50549	2889	46402
2021-01-21	1586927	95980	60546	35434	1566910	20017	0	1442646	144281	0.01735	0.00173	532080	774844	62198	540682	482457	707111	58307	480848	49623	67733	3891	59834
2021-01-22	1702260	115333	84043	31290	1680905	21355	0	1526689	175571	0.01836	0.00211	573304	826890	65775	583185	511121	744705	60992	508413	62183	82185	4783	74772
2021-01-23	1794858	92598	48793	43805	1773120	21738	0	1575482	219376	0.01894	0.00264	607551	867568	69030	614408	529568	764506	62172	522132	77983	103062	6858	92276
2021-01-24	1860959	66101	38074	28027	1838977	21982	0	1613556	247403	0.01940	0.00297	630102	894643	69918	638440	542944	779507	62493	533932	87158	115136	7425	104508
2021-01-25	1958298	97339	57745	39594	1934842	23456	0	1671301	286997	0.02010	0.00345	669484	937581	73335	664034	570480	801615	64140	546615	99004	135966	9195	117419
2021-01-26	2060968	102670	53109	49561	2035923	25045	0	1724410	336558	0.02073	0.00405	707624	985768	77006	691722	595241	822304	65440	558610	112383	163464	11566	133112
2021-01-27	2173915	112947	54019	58928	2146959	26956	0	1778429	395486	0.02138	0.00476	747914	1040156	82058	723420	618492	844603	67231	570794	129422	195553	14827	152626
2021-01-28	2274343	100428	51578	48850	2240904	33439	0	1830007	444336	0.02200	0.00534	784491	1088910	86180	749756	640162	867458	68754	582661	144329	221452	17426	167095
2021-01-29	2383350	109007	55788	53219	2348508	34842	0	1885795	497555	0.02267	0.00598	824687	1140063	91436	777678	662074	891391	70959	593634	162613	248672	20477	184044
2021-01-30	2470582	87232	39483	47749	2434866	35716	0	1925278	545304	0.02315	0.00656	857883	1180391	95077	802989	678141	909662	72353	601498	179742	270729	22724	201491
2021-01-31	2533250	62668	31316	31352	2497192	36058	0	1956594	576656	0.02353	0.00693	881427	1208780	97104	818710	691713	923938	73509	607277	189714	284842	23595	211433
2021-02-01	2648734	115484	49697	65787	2611099	37635	0	2006291	642443	0.02412	0.00772	922156	1266246	100653	847613	711651	948421	75325	617038	210505	317825	25328	230575
2021-02-02	2776193	127459	57763	69696	2736529	39664	0	2064054	712139	0.02482	0.00856	963476	1332885	105541	879860	730447	981249	77795	626743	233029	351636	27746	253117
2021-02-03	2918361	142168	57614	84554	2873244	45117	0	2121668	796693	0.02551	0.00958	1015664	1401465	110971	917279	752816	1008803	79932	637627	262848	392662	31039	279652
2021-02-04	3053725	135364	62922	72442	3003583	50142	0	2184590	869135	0.02627	0.01045	1061166	1470807	115422	949742	774076	1044011	82117	646941	287090	426796	33305	302801
2021-02-05	3185697	131972	59138	72834	3131488	54209	0	2243728	941969	0.02698	0.01133	1110591	1534793	120218	981225	797487	1073436	83616	656365	313104	461357	36602	324860
2021-02-06	3289326	103629	48469	55160	3231716	57610	0	2292197	997129	0.02756	0.01199	1146189	1586373	124720	1008074	814951	1098678	85465	665355	331238	487695	39255	342719
2021-02-07	3348725	59399	32880	26519	3287656	61069	0	2325077	1023648	0.02796	0.01231	1168803	1613834	127419	1021892	827809	1114664	86700	671006	340994	499170	40719	350886
2021-02-08	3456083	107358	55734	51624	3391041	65026	16	2380811	1075272	0.02863	0.01293	1220827	1656079	131278	1041432	860277	1132591	88508	678553	360550	523488	42770	362879
2021-02-09	3580525	124442	59947	64495	3512023	68295	207	2440758	1139767	0.02935	0.01370	1279207	1708081	135534	1063673	896246	1150846	91189	686963	382961	557235	44345	376710
2021-02-10	3729557	149032	74976	74056	3648620	73225	7712	2515734	1213823	0.03025	0.01460	1342014	1777407	139278	1091494	934874	1180345	92791	696995	407140	597062	46487	394499
2021-02-11	3873130	143573	71161	72412	3772510	79175	21445	2586895	1286235	0.03110	0.01547	1400394	1847393	144602	1116873	969135	1211606	95094	706428	431259	635787	49508	410445
2021-02-12	4030829	157699	79740	77959	3906915	88712	35202	2666635	1364194	0.03206	0.01640	1470229	1919512	150704	1143498	1010372	1244005	97764	716028	459857	675507	52940	427470
2021-02-13	4140668	109839	63215	46624	4001071	92085	47512	2729850	1410818	0.03282	0.01696	1525057	1963797	155239	1161122	1044865	1268618	99534	722811	480192	695179	55705	438311
2021-02-14	4207432	66764	39780	26984	4058003	94938	54491	2769630	1437802	0.03330	0.01729	1563073	1988266	156817	1169590	1069266	1281960	100351	726333	493807	706306	56466	443257
2021-02-15	4334179	126747	70723	56024	4166376	98259	69544	2840353	1493826	0.03415	0.01796	1629337	2037316	160692	1189286	1109736	1307503	102484	732912	519601	729813	58208	456374
2021-02-16	4470285	136106	81364	54742	4274472	102887	92926	2921717	1548568	0.03513	0.01862	1694565	2095926	163330	1207406	1151424	1342881	103997	739671	543141	753045	59333	467735
2021-02-17	4619114	148829	94239	54590	4397049	109881	112184	3015956	1603158	0.03626	0.01928	1772804	2153782	168192	1229008	1206956	1375999	106811	748029	565848	777783	61381	480979
2021-02-18	4763872	144758	92755	52003	4511187	116946	135739	3108711	1655161	0.03738	0.01990	1847147	2212678	171568	1249158	1258689	1412249	108559	755848	588458	800429	63009	493310
2021-02-19	4913642	149770	96303	53467	4630088	124856	158698	3205014	1708628	0.03854	0.02054	1926583	2270786	176278	1267061	1315865	1446317	111125	762596	610718	824469	65153	504465
2021-02-20	5026108	112466	74881	37585	4716335	130316	179457	3279895	1746213	0.03944	0.02100	1986205	2314029	179872	1280314	1358535	1474554	113359	766533	627670	839475	66513	513781
2021-02-21	5111702	85594	56651	28943	4782184	134536	194982	3336546	1775156	0.04012	0.02134	2033477	2345613	182380	1289526	1392025	1494992	114480	768312	641452	850621	67900	521214
2021-02-22	5263016	151314	98764	52550	4900895	141878	220243	3435310	1827706	0.04131	0.02198	2111602	2407319	187221	1306988	1450129	1530114	117455	774599	661473	877205	69766	532389
2021-02-23	5421769	158753	103492	55261	5027626	148135	246008	3538802	1882967	0.04255	0.02264	2190226	2473716	192654	1324771	1509288	1566517	120774	782010	680938	907199	71880	542761
2021-02-24	5594718	172949	115642	57307	5159554	155646	279518	3654444	1940274	0.04394	0.02333	2275216	2547958	199151	1342641	1573351	1610930	125007	789263	701865	937028	74144	553378
2021-02-25	5771451	176733	125723	51010	5283022	161786	326643	3780167	1991284	0.04545	0.02394	2355704	2630005	205708	1359102	1635440	1666201	129909	796705	720264	963804	75799	562397
2021-02-26	5960621	189170	131998	57172	5413627	168816	378178	3912165	2048456	0.04704	0.02463	2440890	2717586	212376	1377167	1699127	1724827	134820	804461	741763	992759	77556	572706
2021-02-27	6105601	144980	106830	38150	5506614	172884	426103	4018995	2086606	0.04832	0.02509	2504429	2788066	219173	1387374	1746616	1777133	139876	807736	757813	1010933	79297	579638
2021-02-28	6218488	112887	85550	27337	5573198	176411	468879	4104545	2113943	0.04935	0.02542	2551323	2846004	224413	1393353	1781410	1822819	144281	809294	769913	1023185	80132	584059
2021-03-01	6405224	186736	137756	48980	5700709	184036	520479	4242301	2162923	0.05101	0.02601	2652682	2918207	231680	1406701	1855215	1879087	150318	813985	797467	1039120	81362	592716
2021-03-02	6604578	199354	146773	52581	5838149	192011	574418	4389074	2215504	0.05277	0.02664	2758175	2997792	240659	1421234	1930865	1940929	157145	819783	827310	1056863	83514	601451
